hsk_level,hanzi,pinyin,meaning
6,庄重,zhuāngzhòng,grave; solemn; dignified
6,装备,zhuāngbèi,equipment; to equip; to outfit
6,装卸,zhuāngxiè,load and unload; to transfer
6,壮观,zhuàngguān,"spectacular; grand (of buildings, monuments, scenery, etc.)"
6,壮丽,zhuànglì,magnificence; splendid; majestic
6,壮烈,zhuàngliè,brave and honorable
6,幢,zhuàng,"(mw for houses, buildings); tent"
6,追悼,zhuīdào,"mourning; memorial (service, etc.)"
6,追究,zhuījiū,investigate; look into; find out
6,坠,zhuì,fall; drop
6,准则,zhǔnzé,principle; standard or norm; criterion
6,卓越,zhuóyuè,distinction; excellence; splendid
6,着手,zhuóshǒu,put one's hand to; commence
6,着想,zhuóxiǎng,give consideration to; consider (other people's) needs
6,着重,zhuózhòng,put emphasis on; to stress
6,琢磨,zuómo,ponder; (also zhuómó: to polish (gems or literary works))
6,姿态,zītài,attitude; posture; stance
6,资本,zīběn,(Economics) capital; asset
6,资产,zīchǎn,property; assets
6,资深,zīshēn,experienced; senior
6,资助,zīzhù,subsidy; provide financial aid
6,滋润,zīrùn,quenched; moist
6,滋味,zīwèi,taste; flavor; the way one feels
6,子弹,zǐdàn,bullet; cartridge
6,自卑,zìbēi,feel inferior; be self-abased
6,自发,zìfā,spontaneous; unprompted
6,自力更生,zì lì gēng shēng,(idiom) self reliance
6,自满,zìmǎn,complacent; self-satisfied
6,自主,zìzhǔ,independent; to act for oneself; autonomous
6,宗教,zōngjiào,religion
6,宗旨,zōngzhǐ,purpose; objective; aim
6,棕色,zōngsè,brown (the color)
6,踪迹,zōngjì,tracks; trail; footprint
6,总而言之,zǒngéryánzhī,in short; in a word
6,总和,zǒnghé,sum
6,纵横,zònghéng,able to move unhindered; length and breadth
6,走廊,zǒuláng,corridor; hallway
6,走漏,zǒulòu,"leak (information, liquid, etc); divulge; reveal"
6,走私,zǒu sī,smuggle; have an illicit affair
6,揍,zòu,(informal) beat; hit; (regional) smash
6,租赁,zūlìn,rent; lease
6,足以,zúyǐ,sufficient to; so much so that; sufficiently
6,阻碍,zǔ'ài,obstruct; hinder; impede
6,阻拦,zǔlán,to stop; obstruct; block off
6,阻挠,zǔnáo,thwart; to obstruct (something); stand in the way
6,祖父,zǔfù,paternal grandfather
6,祖国,zǔguó,homeland; motherland; fatherland
6,祖先,zǔxiān,ancestor; forbearer
6,钻研,zuānyán,study intensively; delve into
6,钻石,zuànshí,diamond
6,嘴唇,zuǐchún,lip
6,罪犯,zuìfàn,criminal
6,尊严,zūnyán,dignity; sanctity; honor
6,遵循,zūnxún,follow; abide by
6,作弊,zuòbì,practice fraud; cheat
6,作废,zuòfèi,cancellation; delete; to nullify
6,作风,zuòfēng,work style; way
6,作息,zuòxī,work and rest
6,座右铭,zuòyòumíng,motto
6,做主,zuòzhǔ,decide; take the responsibility for a decision
